"id_camda"|"orden"|"tipo"|"inicio_ejecucion"|"duracion"|"tamano"
"68604"|"2"|"Automatica"|"2026-06-26 10:18:47.176201-03:00"|"0:06:19.665417"|"773160"
"68603"|"2"|"Automatica"|"2026-06-26 10:12:17.172567-03:00"|"0:06:30.003634"|"316832"
"68602"|"2"|"Automatica"|"2026-06-26 10:05:28.871830-03:00"|"0:06:48.300737"|"206967"
"68601"|"2"|"Automatica"|"2026-06-26 10:00:28.075495-03:00"|"0:05:00.796335"|"223373"
"68600"|"2"|"Automatica"|"2026-06-26 09:56:47.234814-03:00"|"0:03:40.840681"|"725260"
"68599"|"2"|"Automatica"|"2026-06-26 09:53:31.113929-03:00"|"0:03:16.120885"|"1408417"
"68598"|"2"|"Automatica"|"2026-06-26 09:49:47.719698-03:00"|"0:03:43.394231"|"565184"
"68597"|"2"|"Automatica"|"2026-06-26 09:46:29.415252-03:00"|"0:03:18.304446"|"942684"
"68596"|"2"|"Automatica"|"2026-06-26 09:43:09.918466-03:00"|"0:03:19.496786"|"567184"
"68595"|"2"|"Automatica"|"2026-06-26 09:38:25.170194-03:00"|"0:04:44.748272"|"1436419"
"68594"|"2"|"Automatica"|"2026-06-26 09:34:35.477381-03:00"|"0:03:49.692813"|"960295"
"68593"|"2"|"Automatica"|"2026-06-26 09:30:41.888922-03:00"|"0:03:53.588459"|"1408417"
"68592"|"2"|"Automatica"|"2026-06-26 09:26:48.793084-03:00"|"0:03:53.095838"|"961417"
"68591"|"2"|"Automatica"|"2026-06-26 09:22:52.253292-03:00"|"0:03:56.539792"|"721705"
"68590"|"2"|"Automatica"|"2026-06-26 09:18:15.945554-03:00"|"0:04:36.307738"|"207162"
"68589"|"2"|"Automatica"|"2026-06-26 09:13:35.934528-03:00"|"0:04:40.011026"|"249513"
"68588"|"2"|"Automatica"|"2026-06-26 09:09:43.689142-03:00"|"0:03:52.245386"|"1402772"
"68587"|"2"|"Automatica"|"2026-06-26 09:05:34.747735-03:00"|"0:04:08.941407"|"583898"
"68586"|"2"|"Automatica"|"2026-06-26 09:01:28.108423-03:00"|"0:04:06.639312"|"570786"
"68585"|"2"|"Automatica"|"2026-06-26 08:57:52.476515-03:00"|"0:03:35.631908"|"2805116"
"68584"|"2"|"Automatica"|"2026-06-26 08:54:01.207240-03:00"|"0:03:51.269275"|"951003"
"68583"|"2"|"Automatica"|"2026-06-26 08:50:17.822277-03:00"|"0:03:43.384963"|"1402913"
"68582"|"2"|"Automatica"|"2026-06-26 08:45:16.472223-03:00"|"0:05:01.350054"|"298634"
"68581"|"2"|"Automatica"|"2026-06-26 08:35:57.916128-03:00"|"0:09:18.556095"|"171208"
"68580"|"2"|"Automatica"|"2026-06-26 08:30:18.732184-03:00"|"0:05:39.183944"|"184269"
"68579"|"2"|"Automatica"|"2026-06-26 08:25:19.456299-03:00"|"0:04:59.275885"|"190571"
"68578"|"2"|"Automatica"|"2026-06-26 08:20:26.066221-03:00"|"0:04:53.390078"|"184193"
"68577"|"2"|"Automatica"|"2026-06-26 08:16:09.440599-03:00"|"0:04:16.625622"|"937324"
"68576"|"2"|"Automatica"|"2026-06-26 08:12:49.010214-03:00"|"0:03:20.430385"|"963681"
"68575"|"2"|"Automatica"|"2026-06-26 08:09:10.706166-03:00"|"0:03:38.304048"|"1435293"
"68574"|"2"|"Automatica"|"2026-06-26 08:05:23.328360-03:00"|"0:03:47.377806"|"1413012"
"68573"|"2"|"Automatica"|"2026-06-26 08:01:32.028803-03:00"|"0:03:51.299557"|"579377"
"68572"|"2"|"Automatica"|"2026-06-26 07:58:11.543891-03:00"|"0:03:20.484912"|"1403058"
"68571"|"2"|"Automatica"|"2026-06-26 07:53:48.821731-03:00"|"0:04:22.722160"|"1408417"
"68570"|"2"|"Automatica"|"2026-06-26 07:49:14.380506-03:00"|"0:04:34.441225"|"1434443"
"68569"|"2"|"Automatica"|"2026-06-26 07:44:42.302961-03:00"|"0:04:32.077545"|"945914"
"68568"|"2"|"Automatica"|"2026-06-26 07:40:06.974948-03:00"|"0:04:35.328013"|"1420503"
"68567"|"2"|"Automatica"|"2026-06-26 07:36:00.699509-03:00"|"0:04:06.275439"|"939182"
"68566"|"2"|"Automatica"|"2026-06-26 07:30:51.570814-03:00"|"0:05:09.128695"|"960201"
"68565"|"2"|"Automatica"|"2026-06-26 07:26:31.170957-03:00"|"0:04:20.399857"|"1403626"
"68564"|"2"|"Automatica"|"2026-06-26 07:21:59.944683-03:00"|"0:04:31.226274"|"945914"
"68563"|"2"|"Automatica"|"2026-06-26 07:18:29.435023-03:00"|"0:03:30.509660"|"1437714"
"68562"|"2"|"Automatica"|"2026-06-26 07:13:27.554446-03:00"|"0:05:01.880577"|"268201"
"68561"|"2"|"Automatica"|"2026-06-26 07:08:46.312292-03:00"|"0:04:41.242154"|"300434"
"68560"|"2"|"Automatica"|"2026-06-26 07:01:20.065726-03:00"|"0:07:26.246566"|"384859"
"68559"|"2"|"Automatica"|"2026-06-26 06:51:06.634399-03:00"|"0:10:13.431327"|"168979"
"68558"|"2"|"Automatica"|"2026-06-26 06:43:24.669680-03:00"|"0:07:41.964719"|"203596"
"68557"|"2"|"Automatica"|"2026-06-26 06:33:25.147686-03:00"|"0:09:59.521994"|"253191"
"68556"|"2"|"Automatica"|"2026-06-26 06:25:55.846453-03:00"|"0:07:29.301233"|"171883"
"68555"|"2"|"Automatica"|"2026-06-26 06:15:09.128234-03:00"|"0:10:46.718219"|"269659"
"68554"|"2"|"Automatica"|"2026-06-26 06:07:38.856602-03:00"|"0:07:30.271632"|"382261"
"68553"|"2"|"Automatica"|"2026-06-26 06:01:34.076975-03:00"|"0:06:04.779627"|"230584"
"68552"|"2"|"Automatica"|"2026-06-26 05:52:50.348215-03:00"|"0:08:43.728760"|"409760"
"68551"|"2"|"Automatica"|"2026-06-26 05:48:05.672441-03:00"|"0:04:44.675774"|"259589"
"68550"|"2"|"Automatica"|"2026-06-26 05:43:46.578752-03:00"|"0:04:19.093689"|"589095"
"68549"|"2"|"Automatica"|"2026-06-26 05:40:36.118188-03:00"|"0:03:10.460564"|"720670"
"68548"|"2"|"Automatica"|"2026-06-26 05:35:39.239881-03:00"|"0:04:56.878307"|"230342"
"68547"|"2"|"Automatica"|"2026-06-26 05:30:27.613317-03:00"|"0:05:11.626564"|"211699"
"68546"|"2"|"Automatica"|"2026-06-26 05:25:24.836066-03:00"|"0:05:02.777251"|"195495"
"68545"|"2"|"Automatica"|"2026-06-26 05:21:12.264815-03:00"|"0:04:12.571251"|"232300"
"68544"|"2"|"Automatica"|"2026-06-26 05:16:18.814530-03:00"|"0:04:53.450285"|"282356"
"68543"|"2"|"Automatica"|"2026-06-26 05:10:55.663255-03:00"|"0:05:23.151275"|"259818"
"68542"|"2"|"Automatica"|"2026-06-26 05:05:25.906655-03:00"|"0:05:29.756600"|"319736"
"68541"|"2"|"Automatica"|"2026-06-26 04:59:20.839545-03:00"|"0:06:05.067110"|"261812"
"68540"|"2"|"Automatica"|"2026-06-26 04:53:30.674046-03:00"|"0:05:50.165499"|"281511"
"68539"|"2"|"Automatica"|"2026-06-26 04:47:24.556638-03:00"|"0:06:06.117408"|"239707"
"68538"|"2"|"Automatica"|"2026-06-26 04:39:52.945768-03:00"|"0:07:31.610870"|"542820"
"68537"|"2"|"Automatica"|"2026-06-26 04:33:31.428441-03:00"|"0:06:21.517327"|"261996"
"68536"|"2"|"Automatica"|"2026-06-26 04:28:01.278501-03:00"|"0:05:30.149940"|"265743"
"68535"|"2"|"Automatica"|"2026-06-26 04:24:48.268424-03:00"|"0:03:13.010077"|"705809"
"68534"|"2"|"Automatica"|"2026-06-26 04:21:18.289770-03:00"|"0:03:29.978654"|"405234"
"68533"|"2"|"Automatica"|"2026-06-26 04:15:51.503349-03:00"|"0:05:26.786421"|"252351"
"68532"|"2"|"Automatica"|"2026-06-26 04:10:07.193509-03:00"|"0:05:44.309840"|"196363"
"68531"|"2"|"Automatica"|"2026-06-26 04:05:08.606061-03:00"|"0:04:58.587448"|"240781"
"68530"|"2"|"Automatica"|"2026-06-26 03:59:33.867550-03:00"|"0:05:34.738511"|"199334"
"68529"|"2"|"Automatica"|"2026-06-26 03:54:19.551294-03:00"|"0:05:14.316256"|"196845"
"68528"|"2"|"Automatica"|"2026-06-26 03:48:05.513808-03:00"|"0:06:14.037486"|"406678"
"68527"|"2"|"Automatica"|"2026-06-26 03:42:44.059988-03:00"|"0:05:21.453820"|"190330"
"68526"|"2"|"Automatica"|"2026-06-26 03:36:25.089588-03:00"|"0:06:18.970400"|"254127"
"68525"|"2"|"Automatica"|"2026-06-26 03:31:16.588038-03:00"|"0:05:08.501550"|"231550"
"68524"|"2"|"Automatica"|"2026-06-26 03:23:22.643170-03:00"|"0:07:53.944868"|"306562"
"68523"|"2"|"Automatica"|"2026-06-26 03:18:10.824443-03:00"|"0:05:11.818727"|"343713"
"68522"|"2"|"Automatica"|"2026-06-26 03:12:45.927439-03:00"|"0:05:24.897004"|"308654"
"68521"|"2"|"Automatica"|"2026-06-26 03:07:36.841010-03:00"|"0:05:09.086429"|"267562"
"68520"|"2"|"Automatica"|"2026-06-26 03:01:53.136612-03:00"|"0:05:43.704398"|"312813"
"68519"|"2"|"Automatica"|"2026-06-26 02:53:13.787947-03:00"|"0:08:39.348665"|"283484"
"68518"|"2"|"Automatica"|"2026-06-26 02:44:36.109894-03:00"|"0:08:37.678053"|"487202"
"68517"|"2"|"Automatica"|"2026-06-26 02:34:05.190269-03:00"|"0:10:30.919625"|"527269"
"68516"|"2"|"Automatica"|"2026-06-26 02:20:14.952010-03:00"|"0:13:50.238259"|"850564"
"68515"|"2"|"Automatica"|"2026-06-26 01:53:58.166386-03:00"|"0:26:16.785624"|"1273926"
"68514"|"2"|"Automatica"|"2026-06-26 01:32:55.142384-03:00"|"0:21:03.024002"|"872508"
"68513"|"2"|"Automatica"|"2026-06-26 01:10:02.194294-03:00"|"0:22:52.948090"|"1062350"
"68512"|"2"|"Automatica"|"2026-06-26 00:54:56.609801-03:00"|"0:15:05.584493"|"590978"
"68511"|"2"|"Automatica"|"2026-06-26 00:41:07.791738-03:00"|"0:13:48.818063"|"458754"
"68510"|"3"|"Automatica"|"2026-06-26 00:17:47.617505-03:00"|"0:23:20.174233"|"1202521"
"68510"|"1"|"Manual"|"2026-06-26 00:12:04-03:00"|"0:05:43.617505"|"1202521"
"68509"|"2"|"Automatica"|"2026-06-25 23:56:17.139055-03:00"|"0:15:46.860945"|"2227302"
"68508"|"3"|"Automatica"|"2026-06-25 23:28:33.514033-03:00"|"0:27:43.625022"|"2125405"
"68508"|"1"|"Manual"|"2026-06-25 23:22:17-03:00"|"0:06:16.514033"|"2125405"
"68507"|"3"|"Automatica"|"2026-06-25 22:56:02.567187-03:00"|"0:26:14.432813"|"2420272"
"68507"|"1"|"Manual"|"2026-06-25 22:48:18-03:00"|"0:07:44.567187"|"2420272"
"68506"|"3"|"Automatica"|"2026-06-25 22:29:20.970575-03:00"|"0:18:57.029425"|"1010466"
"68506"|"1"|"Manual"|"2026-06-25 22:20:20-03:00"|"0:09:00.970575"|"1010466"
"68505"|"2"|"Automatica"|"2026-06-25 21:51:36.640918-03:00"|"0:28:43.359082"|"1258710"
"68504"|"3"|"Automatica"|"2026-06-25 21:35:34.038340-03:00"|"0:16:02.602578"|"508331"
"68504"|"1"|"Manual"|"2026-06-25 20:39:30-03:00"|"0:56:04.038340"|"508331"
"68503"|"2"|"Automatica"|"2026-06-25 20:27:53.572302-03:00"|"0:11:36.427698"|"378751"
"68502"|"2"|"Automatica"|"2026-06-25 20:17:28.861577-03:00"|"0:10:24.710725"|"332592"
"68501"|"2"|"Automatica"|"2026-06-25 20:03:53.402066-03:00"|"0:13:35.459511"|"299294"
"68500"|"2"|"Automatica"|"2026-06-25 19:52:14.456751-03:00"|"0:11:38.945315"|"387582"
"68499"|"2"|"Automatica"|"2026-06-25 19:39:56.595960-03:00"|"0:12:17.860791"|"439404"
"68498"|"2"|"Automatica"|"2026-06-25 19:29:23.397249-03:00"|"0:10:33.198711"|"425120"
"68497"|"2"|"Automatica"|"2026-06-25 19:15:25.338564-03:00"|"0:13:58.058685"|"504747"
"68496"|"2"|"Automatica"|"2026-06-25 18:59:11.005267-03:00"|"0:16:14.333297"|"740487"
"68495"|"2"|"Automatica"|"2026-06-25 18:45:51.808646-03:00"|"0:13:19.196621"|"364993"
"68494"|"2"|"Automatica"|"2026-06-25 18:35:52.010807-03:00"|"0:09:59.797839"|"379631"
"68493"|"2"|"Automatica"|"2026-06-25 18:25:51.139949-03:00"|"0:10:00.870858"|"429558"
"68492"|"2"|"Automatica"|"2026-06-25 18:15:03.411987-03:00"|"0:10:47.727962"|"446206"
"68491"|"2"|"Automatica"|"2026-06-25 18:05:35.335316-03:00"|"0:09:28.076671"|"369497"
"68490"|"2"|"Automatica"|"2026-06-25 17:56:12.773071-03:00"|"0:09:22.562245"|"380165"
"68489"|"2"|"Automatica"|"2026-06-25 17:47:41.655595-03:00"|"0:08:31.117476"|"287780"
"68488"|"2"|"Automatica"|"2026-06-25 17:35:25.665357-03:00"|"0:12:15.990238"|"522595"
"68487"|"2"|"Automatica"|"2026-06-25 17:11:02.976385-03:00"|"0:24:22.688972"|"749605"
"68486"|"2"|"Automatica"|"2026-06-25 16:50:18.359592-03:00"|"0:20:44.616793"|"1026625"
"68485"|"2"|"Automatica"|"2026-06-25 16:36:09.283005-03:00"|"0:14:09.076587"|"325633"
"68484"|"2"|"Automatica"|"2026-06-25 16:25:53.451097-03:00"|"0:10:15.831908"|"339228"
"68483"|"2"|"Automatica"|"2026-06-25 16:12:34.830350-03:00"|"0:13:18.620747"|"363976"
"68482"|"2"|"Automatica"|"2026-06-25 16:03:11.117298-03:00"|"0:09:23.713052"|"333483"
"68481"|"2"|"Automatica"|"2026-06-25 15:54:03.622165-03:00"|"0:09:07.495133"|"334447"
"68480"|"2"|"Automatica"|"2026-06-25 15:43:29.427021-03:00"|"0:10:34.195144"|"342203"
"68479"|"2"|"Automatica"|"2026-06-25 15:30:07.621593-03:00"|"0:13:21.805428"|"287889"
"68478"|"2"|"Automatica"|"2026-06-25 15:14:45.095057-03:00"|"0:15:22.526536"|"410810"
"68477"|"2"|"Automatica"|"2026-06-25 14:59:05.966966-03:00"|"0:15:39.128091"|"523053"
"68476"|"2"|"Automatica"|"2026-06-25 14:43:19.562055-03:00"|"0:15:46.404911"|"442294"
"68475"|"2"|"Automatica"|"2026-06-25 14:29:06.419888-03:00"|"0:14:13.142167"|"295155"
"68474"|"2"|"Automatica"|"2026-06-25 14:17:37.479325-03:00"|"0:11:28.940563"|"413096"
"68473"|"2"|"Automatica"|"2026-06-25 14:02:16.395321-03:00"|"0:15:21.084004"|"335620"
"68472"|"2"|"Automatica"|"2026-06-25 13:48:32.046802-03:00"|"0:13:44.348519"|"269563"
"68471"|"2"|"Automatica"|"2026-06-25 13:30:13.196359-03:00"|"0:18:18.850443"|"529076"
"68470"|"2"|"Automatica"|"2026-06-25 13:12:33.834081-03:00"|"0:17:39.362278"|"407361"
"68469"|"2"|"Automatica"|"2026-06-25 13:04:58.319640-03:00"|"0:07:35.514441"|"399881"
"68468"|"2"|"Automatica"|"2026-06-25 12:55:47.287547-03:00"|"0:09:11.032093"|"652978"
"68467"|"2"|"Automatica"|"2026-06-25 12:44:49.787701-03:00"|"0:10:57.499846"|"570634"
"68466"|"2"|"Automatica"|"2026-06-25 12:37:27.018030-03:00"|"0:07:22.769671"|"724623"
"68465"|"3"|"Automatica"|"2026-06-25 12:29:53.172547-03:00"|"0:07:33.845483"|"530246"
"68465"|"1"|"Manual"|"2026-06-25 12:26:43-03:00"|"0:03:10.172547"|"530246"
"68464"|"2"|"Automatica"|"2026-06-25 12:20:02.442483-03:00"|"0:06:40.557517"|"618800"
"68463"|"2"|"Automatica"|"2026-06-25 12:13:41.932110-03:00"|"0:06:20.510373"|"623826"
"68462"|"2"|"Automatica"|"2026-06-25 12:06:30.138260-03:00"|"0:07:11.793850"|"442859"
"68461"|"2"|"Automatica"|"2026-06-25 11:58:58.115364-03:00"|"0:07:32.022896"|"244545"
"68460"|"2"|"Automatica"|"2026-06-25 11:52:32.171139-03:00"|"0:06:25.944225"|"375152"
"68459"|"2"|"Automatica"|"2026-06-25 11:46:14.523171-03:00"|"0:06:17.647968"|"176882"
"68458"|"2"|"Automatica"|"2026-06-25 11:41:19.055746-03:00"|"0:04:55.467425"|"234146"
"68457"|"2"|"Automatica"|"2026-06-25 11:33:56.881674-03:00"|"0:07:22.174072"|"241403"
"68456"|"2"|"Automatica"|"2026-06-25 11:28:59.240077-03:00"|"0:04:57.641597"|"387191"
"68455"|"2"|"Automatica"|"2026-06-25 11:24:59.931727-03:00"|"0:03:59.308350"|"501509"
"68454"|"2"|"Automatica"|"2026-06-25 11:19:48.845952-03:00"|"0:05:11.085775"|"2825031"
"68453"|"2"|"Automatica"|"2026-06-25 11:16:13.553035-03:00"|"0:03:35.292917"|"1420785"
"68452"|"2"|"Automatica"|"2026-06-25 11:12:07.403771-03:00"|"0:04:06.149264"|"970135"
"68451"|"2"|"Automatica"|"2026-06-25 11:08:19.477189-03:00"|"0:03:47.926582"|"1442519"
"68450"|"2"|"Automatica"|"2026-06-25 11:04:15.254346-03:00"|"0:04:04.222843"|"475397"
"68449"|"2"|"Automatica"|"2026-06-25 11:00:15.424072-03:00"|"0:03:59.830274"|"967450"
"68448"|"2"|"Automatica"|"2026-06-25 10:56:31.655853-03:00"|"0:03:43.768219"|"711144"
"68447"|"2"|"Automatica"|"2026-06-25 10:52:27.285964-03:00"|"0:04:04.369889"|"735284"
"68446"|"2"|"Automatica"|"2026-06-25 10:47:46.953259-03:00"|"0:04:40.332705"|"430360"
"68445"|"2"|"Automatica"|"2026-06-25 10:42:13.049145-03:00"|"0:05:33.904114"|"432321"
"68444"|"2"|"Automatica"|"2026-06-25 10:36:53.171347-03:00"|"0:05:19.877798"|"759569"
"68443"|"2"|"Automatica"|"2026-06-25 10:31:40.945763-03:00"|"0:05:12.225584"|"749269"
"68442"|"2"|"Automatica"|"2026-06-25 10:26:42.818814-03:00"|"0:04:58.126949"|"765022"
"68441"|"2"|"Automatica"|"2026-06-25 10:21:42.193371-03:00"|"0:05:00.625443"|"501622"
"68440"|"2"|"Automatica"|"2026-06-25 10:16:53.640987-03:00"|"0:04:48.552384"|"772872"
"68439"|"2"|"Automatica"|"2026-06-25 10:11:06.766698-03:00"|"0:05:46.874289"|"371961"
"68438"|"2"|"Automatica"|"2026-06-25 10:06:09.028315-03:00"|"0:04:57.738383"|"497993"
"68437"|"2"|"Automatica"|"2026-06-25 10:01:29.744854-03:00"|"0:04:39.283461"|"418214"
"68436"|"2"|"Automatica"|"2026-06-25 09:57:51.249805-03:00"|"0:03:38.495049"|"951889"
"68435"|"2"|"Automatica"|"2026-06-25 09:54:23.600971-03:00"|"0:03:27.648834"|"963562"
"68434"|"2"|"Automatica"|"2026-06-25 09:50:50.128518-03:00"|"0:03:33.472453"|"950398"
"68433"|"2"|"Automatica"|"2026-06-25 09:47:03.152068-03:00"|"0:03:46.976450"|"944632"
"68432"|"2"|"Automatica"|"2026-06-25 09:43:35.967587-03:00"|"0:03:27.184481"|"582947"
"68431"|"2"|"Automatica"|"2026-06-25 09:40:05.995128-03:00"|"0:03:29.972459"|"944829"
"68430"|"2"|"Automatica"|"2026-06-25 09:35:57.084720-03:00"|"0:04:08.910408"|"2825031"
"68429"|"2"|"Automatica"|"2026-06-25 09:32:00.409772-03:00"|"0:03:56.674948"|"1432158"
"68428"|"2"|"Automatica"|"2026-06-25 09:27:57.231245-03:00"|"0:04:03.178527"|"947871"
"68427"|"2"|"Automatica"|"2026-06-25 09:23:07.946713-03:00"|"0:04:49.284532"|"297298"
"68426"|"2"|"Automatica"|"2026-06-25 09:18:14.220852-03:00"|"0:04:53.725861"|"188555"
"68425"|"2"|"Automatica"|"2026-06-25 09:09:44.492147-03:00"|"0:08:29.728705"|"376482"
"68424"|"2"|"Automatica"|"2026-06-25 09:05:56.120411-03:00"|"0:03:48.371736"|"1415483"
"68423"|"2"|"Automatica"|"2026-06-25 09:01:37.577711-03:00"|"0:04:18.542700"|"580355"
"68422"|"2"|"Automatica"|"2026-06-25 08:58:03.463408-03:00"|"0:03:34.114303"|"1416889"
"68421"|"2"|"Automatica"|"2026-06-25 08:54:41.747404-03:00"|"0:03:21.716004"|"2825031"
"68420"|"2"|"Automatica"|"2026-06-25 08:51:32.364602-03:00"|"0:03:09.382802"|"1444825"
"68419"|"2"|"Automatica"|"2026-06-25 08:48:12.465301-03:00"|"0:03:19.899301"|"1412729"
"68418"|"2"|"Automatica"|"2026-06-25 08:44:50.350650-03:00"|"0:03:22.114651"|"944651"
"68417"|"2"|"Automatica"|"2026-06-25 08:41:34.793294-03:00"|"0:03:15.557356"|"970476"
"68416"|"2"|"Automatica"|"2026-06-25 08:37:19.349953-03:00"|"0:04:15.443341"|"308677"
"68415"|"2"|"Automatica"|"2026-06-25 08:32:30.700472-03:00"|"0:04:48.649481"|"178536"
"68414"|"2"|"Automatica"|"2026-06-25 08:27:52.912566-03:00"|"0:04:37.787906"|"182867"
"68413"|"2"|"Automatica"|"2026-06-25 08:23:00.637452-03:00"|"0:04:52.275114"|"197841"
"68412"|"2"|"Automatica"|"2026-06-25 08:18:14.520148-03:00"|"0:04:46.117304"|"220107"
"68411"|"2"|"Automatica"|"2026-06-25 08:13:19.240036-03:00"|"0:04:55.280112"|"324446"
"68410"|"2"|"Automatica"|"2026-06-25 08:09:10.170711-03:00"|"0:04:09.069325"|"325745"
"68409"|"2"|"Automatica"|"2026-06-25 08:05:15.110736-03:00"|"0:03:55.059975"|"1430524"
"68408"|"2"|"Automatica"|"2026-06-25 08:02:02.548190-03:00"|"0:03:12.562546"|"944744"
"68407"|"2"|"Automatica"|"2026-06-25 07:57:05.822696-03:00"|"0:04:56.725494"|"300585"
"68406"|"2"|"Automatica"|"2026-06-25 07:51:48.093718-03:00"|"0:05:17.728978"|"169744"
"68405"|"2"|"Automatica"|"2026-06-25 07:45:41.625198-03:00"|"0:06:06.468520"|"288179"
"68404"|"2"|"Automatica"|"2026-06-25 07:39:51.408657-03:00"|"0:05:50.216541"|"206248"
"68403"|"2"|"Automatica"|"2026-06-25 07:33:43.550684-03:00"|"0:06:07.857973"|"185441"
"68402"|"2"|"Automatica"|"2026-06-25 07:27:36.073708-03:00"|"0:06:07.476976"|"203844"
"68401"|"2"|"Automatica"|"2026-06-25 07:21:46.384944-03:00"|"0:05:49.688764"|"187310"
"68400"|"2"|"Automatica"|"2026-06-25 07:17:37.710578-03:00"|"0:04:08.674366"|"333445"
"68399"|"2"|"Automatica"|"2026-06-25 07:12:33.028836-03:00"|"0:05:04.681742"|"299851"
"68398"|"2"|"Automatica"|"2026-06-25 07:07:40.941114-03:00"|"0:04:52.087722"|"341695"
"68397"|"2"|"Automatica"|"2026-06-25 07:02:55.025870-03:00"|"0:04:45.915244"|"299658"
"68396"|"2"|"Automatica"|"2026-06-25 06:59:07.154806-03:00"|"0:03:47.871064"|"1414002"
"68395"|"2"|"Automatica"|"2026-06-25 06:51:58.578470-03:00"|"0:07:08.576336"|"251154"
"68394"|"2"|"Automatica"|"2026-06-25 06:45:35.464063-03:00"|"0:06:23.114407"|"223772"
"68393"|"2"|"Automatica"|"2026-06-25 06:38:41.396598-03:00"|"0:06:54.067465"|"325195"
"68392"|"2"|"Automatica"|"2026-06-25 06:34:21.465137-03:00"|"0:04:19.931461"|"965282"
"68391"|"2"|"Automatica"|"2026-06-25 06:28:32.503272-03:00"|"0:05:48.961865"|"224884"
"68390"|"2"|"Automatica"|"2026-06-25 06:18:30.096582-03:00"|"0:10:02.406690"|"292132"
"68389"|"2"|"Automatica"|"2026-06-25 06:14:11.564230-03:00"|"0:04:18.532352"|"1412871"
"68388"|"2"|"Automatica"|"2026-06-25 06:10:02.885697-03:00"|"0:04:08.678533"|"965376"
"68387"|"2"|"Automatica"|"2026-06-25 06:04:20.270078-03:00"|"0:05:42.615619"|"307980"
"68386"|"2"|"Automatica"|"2026-06-25 05:57:35.649632-03:00"|"0:06:44.620446"|"201553"
"68385"|"2"|"Automatica"|"2026-06-25 05:50:41.823501-03:00"|"0:06:53.826131"|"275756"
"68384"|"2"|"Automatica"|"2026-06-25 05:40:05.920617-03:00"|"0:10:35.902884"|"368931"
"68383"|"2"|"Automatica"|"2026-06-25 05:32:53.731156-03:00"|"0:07:12.189461"|"271955"
"68382"|"2"|"Automatica"|"2026-06-25 05:25:18.096971-03:00"|"0:07:35.634185"|"200103"
"68381"|"2"|"Automatica"|"2026-06-25 05:19:32.467446-03:00"|"0:05:45.629525"|"201952"
"68380"|"2"|"Automatica"|"2026-06-25 05:11:38.394113-03:00"|"0:07:54.073333"|"251459"
"68379"|"2"|"Automatica"|"2026-06-25 05:00:48.738868-03:00"|"0:10:49.655245"|"243462"
"68378"|"2"|"Automatica"|"2026-06-25 04:52:15.955705-03:00"|"0:08:32.783163"|"245804"
"68377"|"2"|"Automatica"|"2026-06-25 04:38:55.130183-03:00"|"0:13:20.825522"|"319819"
"68376"|"2"|"Automatica"|"2026-06-25 04:28:53.309275-03:00"|"0:10:01.820908"|"480401"
"68375"|"2"|"Automatica"|"2026-06-25 04:16:37.397441-03:00"|"0:12:15.911834"|"371381"
"68374"|"2"|"Automatica"|"2026-06-25 04:08:06.089779-03:00"|"0:08:31.307662"|"234955"
"68373"|"2"|"Automatica"|"2026-06-25 04:01:32.963414-03:00"|"0:06:33.126365"|"274115"
"68372"|"2"|"Automatica"|"2026-06-25 03:56:02.025459-03:00"|"0:05:30.937955"|"205577"
"68371"|"2"|"Automatica"|"2026-06-25 03:46:23.154386-03:00"|"0:09:38.871073"|"382719"
"68370"|"2"|"Automatica"|"2026-06-25 03:31:19.145373-03:00"|"0:15:04.009013"|"680992"
"68369"|"2"|"Automatica"|"2026-06-25 03:19:55.436739-03:00"|"0:11:23.708634"|"579170"
"68368"|"2"|"Automatica"|"2026-06-25 02:53:06.300673-03:00"|"0:26:49.136066"|"1300486"
"68367"|"2"|"Automatica"|"2026-06-25 02:34:44.846438-03:00"|"0:18:21.454235"|"642166"
"68366"|"2"|"Automatica"|"2026-06-25 02:21:05.332160-03:00"|"0:13:39.514278"|"771981"
"68365"|"2"|"Automatica"|"2026-06-25 02:06:48.977960-03:00"|"0:14:16.354200"|"715296"
"68364"|"2"|"Automatica"|"2026-06-25 01:57:52.203065-03:00"|"0:08:56.774895"|"237573"
"68363"|"2"|"Automatica"|"2026-06-25 01:50:22.833478-03:00"|"0:07:29.369587"|"284587"
"68362"|"2"|"Automatica"|"2026-06-25 01:40:39.658233-03:00"|"0:09:43.175245"|"301717"
"68361"|"2"|"Automatica"|"2026-06-25 01:26:19.933584-03:00"|"0:14:19.724649"|"363492"
"68360"|"2"|"Automatica"|"2026-06-25 01:15:02.585207-03:00"|"0:11:17.348377"|"315358"
"68359"|"2"|"Automatica"|"2026-06-25 00:57:40.752227-03:00"|"0:17:21.832980"|"554779"
"68358"|"2"|"Automatica"|"2026-06-25 00:40:21.885656-03:00"|"0:17:18.866571"|"433005"
"68357"|"3"|"Automatica"|"2026-06-25 00:11:16.459507-03:00"|"0:29:05.426149"|"2410434"
"68357"|"1"|"Manual"|"2026-06-25 00:04:51-03:00"|"0:06:25.459507"|"2410434"
"68356"|"3"|"Automatica"|"2026-06-24 23:46:19.220723-03:00"|"0:18:31.779277"|"2008581"
"68356"|"1"|"Manual"|"2026-06-24 23:39:04-03:00"|"0:07:15.220723"|"2008581"
"68355"|"3"|"Automatica"|"2026-06-24 23:24:02.187009-03:00"|"0:15:01.812991"|"1567881"
